text,label,text_raw,text_classical,text_transformer,VideoID,VideoTitle,PublishedAt,CountryCode,CategoryID
"Yeah, you’d be surprised how many gay people actually feel this way.",Positive,"Yeah, you’d be surprised how many gay people actually feel this way.",yeah you be surprised how many gay people actually feel this way,"Yeah, you’d be surprised how many gay people actually feel this way.",-T3DRifXpbk,Gay Man REVEALS Dark Side of the LGBT Community... | Louder with Crowder,2023-06-27 04:45:16,US,25
This was a definite tear jerker! sleepy face Thank you so much for helping so many folded hands folded hands,Positive,This was a definite tear jerker! 😪 Thank you so much for helping so many 🙏🙏,this was definite tear jerker sleepy face thank you so much for helping so many folded hands folded hands,This was a definite tear jerker! sleepy face Thank you so much for helping so many folded hands folded hands,SM66GDRyIVY,"I Helped 2,000 People Walk Again",2025-01-11 20:41:15,AU,26
Thank you for the great content!,Positive,Thank you for the great content!,thank you for the great content,Thank you for the great content!,DNkLoBtWFhA,"Palisades Fire reaches Brentwood, threatens San Fernando Valley",2025-01-12 23:15:23,AU,25
Selling counterfeit goods as genuine is a fraudulent activity.,Negative,Selling counterfeit goods as genuine is a fraudulent activity.,selling counterfeit goods as genuine is fraudulent activity,Selling counterfeit goods as genuine is a fraudulent activity.,qQn3bsPNTyI,DLSS 4 | New Multi Frame Gen & Everything Enhanced,2025-02-03 16:08:29,AU,28
Is that a sand trap Jamie...ummm yeah dude,Neutral,Is that a sand trap Jamie...ummm yeah dude,is that sand trap jamie um yeah dude,Is that a sand trap Jamie...ummm yeah dude,GhAmBIQFs_A,Joe Rogan Reacts To Crazy Cat Attack,2025-01-09 12:15:10,US,15
What I like about this talk is that he's essentially just saying that if you want to reach that level you need to work. No bs. Good pointers.,Positive,What I like about this talk is that he's essentially just saying that if you want to reach that level you need to work. No bs. Good pointers.,what like about this talk is that he essentially just saying that if you want to reach that level you need to work no bs good pointers,What I like about this talk is that he's essentially just saying that if you want to reach that level you need to work. No bs. Good pointers.,Ti_gFEe1XNY,How to Talk Like a Native Speaker | Marc Green | TEDxHeidelberg,2021-07-15 22:20:09,US,25
HAHAHAHA a friend of mine recently got a low taper fade as well and I'm meming him so hard,Positive,HAHAHAHA a friend of mine recently got a low taper fade as well and I'm meming him so hard,hahahaha friend of mine recently got low taper fade as well and meming him so hard,HAHAHAHA a friend of mine recently got a low taper fade as well and I'm meming him so hard,1o3LMiwQ3F8,Low taper fade 1 year anniversary 😭,2025-01-14 11:08:25,IE,26
reminds me of computer says no from little britain/,Neutral,reminds me of computer says no from little britain/,reminds me of computer says no from little britain,reminds me of computer says no from little britain/,PCBZs20l1zM,An orphanage girl finds out who she is😳😔,2025-01-12 18:49:20,AU,24
The ultimate gooner queen,Negative,The ultimate gooner queen,the ultimate gooner queen,The ultimate gooner queen,MhgYIMEG1Zo,Invisible Woman: Unseen Force | Character Reveal | Marvel Rivals,2025-02-04 08:50:44,NZ,20
Where can we learn those fundamentals and principles releated to colors and typography .,Neutral,Where can we learn those fundamentals and principles releated to colors and typography .,where can we learn those fundamentals and principles releated to colors and typography,Where can we learn those fundamentals and principles releated to colors and typography .,TdDhFGQXxkY,How to become a UI UX Designer?,2024-10-25 18:41:40,IN,27
can this be implemented using React Native?,Neutral,can this be implemented using React Native?,can this be implemented using react native,can this be implemented using React Native?,N0DhCV_-Qbg,"React 18 - What's New, What Changed & Upgrade Guide",2025-02-05 10:43:16,DE,27
This is so funny dide,Positive,This is so funny dide,this is so funny dide,This is so funny dide,zfbsNpx3dSE,Ben Shapiro REACTS to Insane Woke TikToks | Volume 6,2024-06-18 18:00:51,US,25
"Ben, you are brilliant Keep on calling them out!",Positive,"Ben, you are brilliant Keep on calling them out!",ben you are brilliant keep on calling them out,"Ben, you are brilliant Keep on calling them out!",H02PGXzBf50,Ben Shapiro REACTS to INSANE Woke TikToks | Volume 10,2023-09-17 12:46:36,US,25
Because... lithium..,Neutral,Because... lithium..,because lithium,Because... lithium..,YNlUnipdbQM,Why has Putin’s Russia waged war on Ukraine?,2022-03-29 07:11:11,GB,25
"I hear you about wishing you could do more. But honestly, getting to a safe location is THE BEST thing you could do, because now you're not in harm's way. And no firefighters would have to drop what they were doing to rescue you. heart with ribbon",Positive,"I hear you about wishing you could do more. But honestly, getting to a safe location is THE BEST thing you could do, because now you're not in harm's way. And no firefighters would have to drop what they were doing to rescue you. 💝",hear you about wishing you could do more but honestly getting to safe location is the best thing you could do because now you re not in harm way and no firefighters would have to drop what they were doing to rescue you heart with ribbon,"I hear you about wishing you could do more. But honestly, getting to a safe location is THE BEST thing you could do, because now you're not in harm's way. And no firefighters would have to drop what they were doing to rescue you. heart with ribbon",tratpyU9m04,Evacuating from the LA Fires,2025-01-12 03:31:53,CA,22
New beat ahh music,Neutral,New beat ahh music,new beat ahh music,New beat ahh music,vgJADyp_OA0,Gi Hun Took Revenge on Salesman | Squid Game S1.E1 | #shorts,2025-01-11 15:10:59,GB,24
Bro not dogs that are black its blam,Negative,Bro not dogs that are black its blam,bro not dogs that are black its blam,Bro not dogs that are black its blam,tBskjdSBC40,Poor dog didn't see that coming #pets #animals #sad,2025-01-15 13:07:05,NZ,15
Ya'll fighting then ya'll get back being best sister wow really dumb unamused face face with rolling eyes person facepalming expressionless face neutral face confused face unamused face,Negative,Ya'll fighting then ya'll get back being best sister wow really dumb 😒 🙄 🤦 😑 😐 😕 😒,ya ll fighting then ya ll get back being best sister wow really dumb unamused face face with rolling eyes person facepalming expressionless face neutral face confused face unamused face,Ya'll fighting then ya'll get back being best sister wow really dumb unamused face face with rolling eyes person facepalming expressionless face neutral face confused face unamused face,zttTYB9WCLs,"January 9, 2025",2025-01-14 22:49:46,NZ,26
Only one face with tears of joy face with tears of joy face with tears of joy,Neutral,Only one😂😂😂,only one face with tears of joy face with tears of joy face with tears of joy,Only one face with tears of joy face with tears of joy face with tears of joy,8GwCPCUzH1w,Puzzles for Software Engineers | Microsoft #16,2024-09-26 12:32:51,IN,27
